;question
3870;NOM_DE_MEDICAMENT soigner angoisses
3871;comment diluer NOM_DE_MEDICAMENT mère
3872;viens changer pilule NOM_DE_MEDICAMENT NOM_DE_MEDICAMENT passée adépal sans faire pause entre les deux règles arrivées normal
3873;NOM_DE_MEDICAMENT
3874;linsaxia provoque trop effet indésirable
3875;diane35 alternative NOM_DE_MEDICAMENT
3876;plusieurs dosages NOM_DE_MEDICAMENT
3877;NOM_DE_MEDICAMENT pharmacien souhaite savoir existe interaction entre traitement NOM_DE_MEDICAMENT antibiotiques type tétracyclines
3878;NOM_DE_MEDICAMENT entraine mauvais effets
3879;prend pille depuis 1mois NOM_DE_MEDICAMENT jai fini plaquette hier voulais savoir si javais retard règles arrive durant 7 jours dois commencer autre plaquette comme prevue
3880;qu lutéran
3881;souhaiterais savoir si peut acheter vermifuge humain sans ordonnance
3882;sous cérazette depuis 6 mois or derniers temps peu raté heure prise pilule sans jamais dépasser 12h 2 rapports non protégés depuis hier spottings cette aprem plus abondant plutôt marron plus petites douleurs abdo possible enceinte vu symptômes
3883;bonjour sais question va être très originale trouvé réponse forum prends pilue moneva depuis semaine demie avant sous harmonet bien évidemment vais avoir règles pile pendant semaine vacances donc comment les décaler NOM_DE_MEDICAMENT simple enchainer deux plaquettes quelqu NOM_DE_MEDICAMENT dit préférable faire commencer deuxième plaquette premier jour règles les stopper quelqu peut renseigner svp faire arret entre deux plaquettes va entrainer risques grossesse merci avance réponses vanessa
3884;prends NOM_DE_MEDICAMENT depuis 4 jours 1demi comprimé journée quand perçu les effets positifs NOM_DE_MEDICAMENT
3885;NOM_DE_MEDICAMENT les troubles anxieux généralisés
3886;risque tomber enceinte NOM_DE_MEDICAMENT
3887;NOM_DE_MEDICAMENT comment utiliser
3888;prends méliane peux avoir rapports sans préservatif entre jour arrêt pilule 1er jour règles ya risque
3889;NOM_DE_MEDICAMENT prise poids
3890;prends NOM_DE_MEDICAMENT depuis mi decembre comme explique précédement comme arrete 3jours combien temps faut tout stabilise sens bord gouffre tjrs idees noires vois psy cela va mieux trouver autre psy évident si quelquun pourrait aider svp
3891;avez remède naturel aerophagie
3892;existe autre antivertigineux NOM_DE_MEDICAMENT part NOM_DE_MEDICAMENT NOM_DE_MEDICAMENT
3893;NOM_DE_MEDICAMENT quelle marque
3894;NOM_DE_MEDICAMENT NOM_DE_MEDICAMENT quelles dilutions
3895;est codéine compatible grossesse
3896;opéré double hernie discales toujours mal lombaire nerfs sciatique chirurgien NOM_DE_MEDICAMENT dit baisser les NOM_DE_MEDICAMENT NOM_DE_MEDICAMENT etais NOM_DE_MEDICAMENT 20 aujourd hui NOM_DE_MEDICAMENT 6 NOM_DE_MEDICAMENT prescrit anti depresseur NOM_DE_MEDICAMENT vu fatigue ect arreté seul fait arreté NOM_DE_MEDICAMENT redeclenché sciatique deprime médecin traitant NOM_DE_MEDICAMENT prescrit NOM_DE_MEDICAMENT 30 POSOLOGIE probleme reveille NOM_DE_MEDICAMENT 1h matin gros vertiges nausée bouffée chaleur normal
3897;prends mercilon depuis certain temps seulement temps aller chercher ordonnance tombee NOM_DE_MEDICAMENT cours pilules vu deja pris NOM_DE_MEDICAMENT prends aussi 2 mercilon ajd pr combler retard hier vaut mieux attendre prochaines regles pr recommencer
3898;puis ouvrir gélule NOM_DE_MEDICAMENT lp POSOLOGIE
3899;par quoi remplacer vasorbal
3900;rapport copain non protégé prend patch NOM_DE_MEDICAMENT depuis hier enlevé comme plus patch depuis hier risque tombe enceinte
3901;quelqun peut renseigner NOM_DE_MEDICAMENT
3902;NOM_DE_MEDICAMENT NOM_DE_MEDICAMENT 39 semaines quels les effets truc car dormi nuit ventre dur
3903;le cérat galien contre indiqué chez les enfants moins 3 ans quelle alternative
3904;NOM_DE_MEDICAMENT si patient sep
3905;injection NOM_DE_MEDICAMENT demande si test àn NOM_DE_MEDICAMENT peu fragiliser organisme car malade possible dû test
3906;problème NOM_DE_MEDICAMENT
3907;quels les risques après avoir ingérer 8g paracétamol
3908;NOM_DE_MEDICAMENT déshinnibiteur dessus 200g
3909;NOM_DE_MEDICAMENT quelle dose quelle fréquance chez bébé
3910;NOM_DE_MEDICAMENT psychotropes allopatiques
3911;gastro enterologue NOM_DE_MEDICAMENT prescrit librax NOM_DE_MEDICAMENT cause colites cherche NOM_DE_MEDICAMENT tomber enceinte bb3 dit NOM_DE_MEDICAMENT qd meme prescrit dois faire faire
3912;aimerais informations précise vaccins infarix prevnar ils obligatoires peut trouver les meme vaccins dose unique peut faire les injections séparément car 5 6 molécuels coup énorme plus prevnar
3913;NOM_DE_MEDICAMENT réservé usage hospitalier indications
3914;NOM_DE_MEDICAMENT 35 pilule anti acneique
3915;voudrais savoir si qq NOM_DE_MEDICAMENT deja souffert secheresse vaginale pendant utilisation éponges spermicides NOM_DE_MEDICAMENT
3916;voudrais savoir prix NOM_DE_MEDICAMENT
3917;traitement NOM_DE_MEDICAMENT NOM_DE_MEDICAMENT pendant 2 puis passé NOM_DE_MEDICAMENT 1 mois décidé tout seul interrompre traitement depuis vertiges nausées lié
3918;NOM_DE_MEDICAMENT pouruqoi
3919;petite question NOM_DE_MEDICAMENT
3920;NOM_DE_MEDICAMENT bêtabloquant contre anxiété
3921;puis substituer remeron NOM_DE_MEDICAMENT
3922;savez si NOM_DE_MEDICAMENT somnifere
3923;y NOM_DE_MEDICAMENT risque nausées cancer autre NOM_DE_MEDICAMENT
3924;NOM_DE_MEDICAMENT pilule
3925;crat NOM_DE_MEDICAMENT
3926;enceinte NOM_DE_MEDICAMENT grippe NOM_DE_MEDICAMENT
3927;connait remicad
3928;oublier trois jours suite prendre pillule prise hier aujourd hui sais quoi faire demain matin reprends pillule attends fin reprends normalment
3929;NOM_DE_MEDICAMENT NOM_DE_MEDICAMENT ge idem
3930;voulais savoir si pouvait faire NOM_DE_MEDICAMENT tetra primo vaccination
3931;NOM_DE_MEDICAMENT quelle période faut prendre acides aminés
3932;sous pillule NOM_DE_MEDICAMENT fait oubli repris pillule oubliée deux rapports autres depuis donc là fini deuxieme plaquette regles comme habitude reprends pilule lundi soir sans poser questions croyez
3933;NOM_DE_MEDICAMENT matin soir
3934;la prise poids commune sous seropam
3935;est normal avoir pertes sang utilisant NOM_DE_MEDICAMENT
3936;le NOM_DE_MEDICAMENT peut entraîner troubles sphinctériens urinaires
3937;generique NOM_DE_MEDICAMENT
3938;fait vacin tétanos depuis sparmes musculaires gorge arrivé NOM_DE_MEDICAMENT autre personne
3939;à quelle heure préférable prendre NOM_DE_MEDICAMENT
3940;existe NOM_DE_MEDICAMENT uniquement tetanos sans aluminium autre additif nocif
3941;quels les différents dosages infarix disponibles
3942;NOM_DE_MEDICAMENT temps absorption
3943;bonjour voilà pris NOM_DE_MEDICAMENT pendant 4ans là change NOM_DE_MEDICAMENT sais les règles arrivent pendant les cachets blancs exemple si elles arrivent pendant avant dernier dernier cachet blanc alors les regles pendant 1jour vu après dernier cachet blanc enchaine autre plaquette perdue vue NOM_DE_MEDICAMENT NOM_DE_MEDICAMENT pause 1semaine les règles arrivent pendant celle ci help merci reponses
3944;quel nouvel ad peut remplacer NOM_DE_MEDICAMENT
3945;quelles les indications NOM_DE_MEDICAMENT
3946;prends NOM_DE_MEDICAMENT soir pris décalage 20 minutes NOM_DE_MEDICAMENT risque tomber enceinte
3947;NOM_DE_MEDICAMENT prescrit NOM_DE_MEDICAMENT les effets secondaires durent longtemps
3948;souhaiterais avoir enfant contre prends zyprex 5 POSOLOGIE jour NOM_DE_MEDICAMENT til risques medicament
3949;prends NOM_DE_MEDICAMENT lp 75 POSOLOGIE matin depuis plusieurs années 2 gellules jour depuis plusieurs mois mes gamma gt régulièrement alentours 60 ui NOM_DE_MEDICAMENT cause
3950;pms amoxicillin POSOLOGIE 2 comprimées
3951;NOM_DE_MEDICAMENT
3952;NOM_DE_MEDICAMENT combien temps faire effet
3953;sous NOM_DE_MEDICAMENT NOM_DE_MEDICAMENT est compatible grossesse
3954;question NOM_DE_MEDICAMENT
3955;NOM_DE_MEDICAMENT 2 5 POSOLOGIE POSOLOGIE flacon 10 POSOLOGIE
3956;dois faire deux vaccins monotest hepatite NOM_DE_MEDICAMENT voudrais savoir si 2 vaccins peuvent être fait temps NOM_DE_MEDICAMENT intervalle respecter
3957;sevrage NOM_DE_MEDICAMENT 1 2 1 jour 2
3958;NOM_DE_MEDICAMENT pilule microdosée
3959;souhaite faire poser stérilet NOM_DE_MEDICAMENT lors prochaines règles voulais savoir avant si peux sentir gêne lors rapports si ça pouvait bouger
3960;infos NOM_DE_MEDICAMENT les fleurs bach
3961;patch NOM_DE_MEDICAMENT dosage
3962;comment passer NOM_DE_MEDICAMENT 35 varoline
3963;opium 30 ch peut être urilisée diminuer les douleurs post opératoires
3964;peut faire NOM_DE_MEDICAMENT contre grippe enceinte
3965;prends NOM_DE_MEDICAMENT NOM_DE_MEDICAMENT bloquant chaque fois gros coup barre 1h après avoir pris pendant deux heurs cela normal ceux connaissent doit arréter traitement
3966;combien coute qlaira
3967;NOM_DE_MEDICAMENT partir quand pilule NOM_DE_MEDICAMENT fait effet
3968;bonjour sous NOM_DE_MEDICAMENT 3 jours semaine derniere puis sous rocéphine 48h hopital désormais sous NOM_DE_MEDICAMENT trés mal NOM_DE_MEDICAMENT epaule droite depuis midi amie NOM_DE_MEDICAMENT suggerée regarder notice vois chez enfant cas douleur articulaire arreter tt mettre articulation repos prevenir medecin traitant prendra les mesures nécessaires enfant quelqu peu dire plus
3969;changement mélodia anneau fais arrêt 4jours puis mets anneau fois fini les comprimés couleurs mets anneau lendemain
3970;NOM_DE_MEDICAMENT
3971;connait NOM_DE_MEDICAMENT
3972;NOM_DE_MEDICAMENT gélule quelle autre forme
3973;bonsoir svp prend NOM_DE_MEDICAMENT 21 comprimes smaine pose NOM_DE_MEDICAMENT derniere semaine plaquette pensant avoir oublier prendre pillule vendredi soir pris 2 samedi soir bien pris vendredi soir vu ke pensai vraiment avoir retard plus 12 heures savais kil fallais enchainer otre plaquette sans fair pose semaine rendu compte mardi soir suivant 2eme jour semaine pose normalement ke navai aucun retard ke coup samedi jai pris 2 pillules lundi mardi etant censer etre debu semaine depose jai pris plillul bref fait prendre 2 pillules soir fais doublier na prendre pilules durant pose 2 soirs suite loccurence quelles peuven etre les consequences dsl si bcp mal NOM_DE_MEDICAMENT comprendre merci aide bcp
3974;oubli comprimé NOM_DE_MEDICAMENT avant hier faire
3975;quels les effets secondaires NOM_DE_MEDICAMENT
3976;norlévo retard regles enceintes
3977;peut prendre 2 NOM_DE_MEDICAMENT coup
3978;que peut prescrire bébé moins 30 mois aphtes huiles essentielles
3979;psy NOM_DE_MEDICAMENT prescrit 2 NOM_DE_MEDICAMENT soir prenais 1 NOM_DE_MEDICAMENT matin alors donnait deux généraliste NOM_DE_MEDICAMENT effets côté
3980;NOM_DE_MEDICAMENT levure grossesse danger
3981;depuis 9ans sous diane35 là 3mois gygy NOM_DE_MEDICAMENT changé leelo gé dû arréter pillule depuis bien moralement ça peut étre NOM_DE_MEDICAMENT arrét pillule tout simplement
3982;spasmine somnifere
3983;peut utiliser NOM_DE_MEDICAMENT protect prévention primaire
3984;pris NOM_DE_MEDICAMENT arreté complétement depuis sent bien étourdissement nausées sensation tomber les pommes encore combien temps vais devoir supporter cet état
3985;je sous andocur POSOLOGIE NOM_DE_MEDICAMENT POSOLOGIE rapports non protegés aimerais savoir pourquoi notice NOM_DE_MEDICAMENT precisé doit prendre 1 contraceptif medicament
3986;NOM_DE_MEDICAMENT peut til NOM_DE_MEDICAMENT tout seule enlever abcés
3987;efflexor matin soir
3988;pris NOM_DE_MEDICAMENT 3 comprimés jour circulation veineuse terrible faut arrêter non endotélon pendant grossesse
3989;question guronsan
3990;quels conseils utilisation pilule NOM_DE_MEDICAMENT gé
3991;peut prendre cocculine enceinte
3992;réaction NOM_DE_MEDICAMENT 2 mois après
3993;oublié pillule derniere semaine plaquette e rapport sexuel hier soir mardi soir dois faire prend NOM_DE_MEDICAMENT
3994;NOM_DE_MEDICAMENT liquide sort seins
3995;irritations apres les rapports existe NOM_DE_MEDICAMENT rehydrater
3996;les produits homéopathiqus vente libre uniquement ordonnace
3997;est NOM_DE_MEDICAMENT peut changer odeur urine bébé
3998;pharmacie NOM_DE_MEDICAMENT délivré erreur boite POSOLOGIE NOM_DE_MEDICAMENT lieu POSOLOGIE donné traitement NOM_DE_MEDICAMENT enfant 6kg sachant etai supossitoire matin midi soir grave y NOM_DE_MEDICAMENT danger enfant
3999;est NOM_DE_MEDICAMENT médicament exception
4000;NOM_DE_MEDICAMENT adresse NOM_DE_MEDICAMENT 5 POSOLOGIE
4001;quel traitement douleurs cuir chevelu
4002;NOM_DE_MEDICAMENT gé identique NOM_DE_MEDICAMENT gé
4003;effets niveau sommeil prennant NOM_DE_MEDICAMENT
4004;NOM_DE_MEDICAMENT arrêter fumer
4005;generique NOM_DE_MEDICAMENT question
4006;mépronizine quelle forme
4007;ludéal gé générique NOM_DE_MEDICAMENT
4008;voudrais savoir si NOM_DE_MEDICAMENT tendance aggraver acnée
4009;la NOM_DE_MEDICAMENT NOM_DE_MEDICAMENT amm tremblement essentiel
4010;NOM_DE_MEDICAMENT info officielles
4011;peut tomber enceinte sterilet NOM_DE_MEDICAMENT
4012;NOM_DE_MEDICAMENT ostenil remboursable sécurité sociale
4013;plus vierge alors NOM_DE_MEDICAMENT contre cancer col utérus efficace
4014;quels les statistiques risque phlébites sous NOM_DE_MEDICAMENT
4015;NOM_DE_MEDICAMENT quoi sers NOM_DE_MEDICAMENT
4016;elles perdent tous poids prozas POSOLOGIE comprends
4017;sous NOM_DE_MEDICAMENT suit NOM_DE_MEDICAMENT tuberculose pulmonaire dois prendre traitement NOM_DE_MEDICAMENT jeun combien temps avant prise traitement puis prendre repas grignotage
4018;prends méliane hier sensée recommencer plaquette après semaine interruption oublié soir pris comprimé hier plus aujourd hui temps NOM_DE_MEDICAMENT 1h intervalle environ or fallait prendre les 2 comprimés simultanément grave
4019;quel médicament irritation niveau yeux
4020;NOM_DE_MEDICAMENT NOM_DE_MEDICAMENT 9ch
4021;NOM_DE_MEDICAMENT perturbation hormonale
4022;connaissez remède bien digérer
4023;est méthadone traverse barrière placentaire
4024;quels les effets secondaires NOM_DE_MEDICAMENT NOM_DE_MEDICAMENT
4025;le NOM_DE_MEDICAMENT quoi
4026;pris beaucoup poids prenant NOM_DE_MEDICAMENT depuis presque an que faire
4027;arret NOM_DE_MEDICAMENT sensations tete
4028;depuis semaine prends paroxétine dors NOM_DE_MEDICAMENT quelqu ça NOM_DE_MEDICAMENT arriver
4029;NOM_DE_MEDICAMENT mère valériane ressort les pores
4030;possible prendre NOM_DE_MEDICAMENT meme temps NOM_DE_MEDICAMENT
4031;NOM_DE_MEDICAMENT quelles les danger
4032;contalax
4033;séropram attendant enfant
4034;jai pris NOM_DE_MEDICAMENT presque toute grossesse dormir doc donner 100 POSOLOGIE NOM_DE_MEDICAMENT 150 POSOLOGIE desyrel trazodone NOM_DE_MEDICAMENT prendre coucher POSOLOGIE ativan quelles les risques bébé
4035;NOM_DE_MEDICAMENT risque surdité
4036;oublié prendre pilule NOM_DE_MEDICAMENT aperçue les douze heures prends pilule vers 22h là prise vers 9h matin inquiète
4037;les antidépresseurs responsables maladies auto immunes
4038;mon médecin prescrit NOM_DE_MEDICAMENT 4g oublié dire opéré occlusion intestinale NOM_DE_MEDICAMENT 1an peux quand prendre médicament
4039;NOM_DE_MEDICAMENT quatorze ans possible
4040;NOM_DE_MEDICAMENT posologie
4041;prends NOM_DE_MEDICAMENT 2ème fois sens nouveau extrêmement tendue crispée réveille nouveau pleine nuit sans pouvoir rendormir cette baisse régime insomnies elles normales après semaine accalmie
4042;NOM_DE_MEDICAMENT dormir
4043;viens commencer NOM_DE_MEDICAMENT réveille toutes les nuits arrive jamais habitude sens nerveuse surtout plus faim des expériences similaires
4044;médecin NOM_DE_MEDICAMENT donner traitement dont NOM_DE_MEDICAMENT cette fois ci première prise très grosse réaction allergique normal
4045;NOM_DE_MEDICAMENT NOM_DE_MEDICAMENT vais avoir les effets indésirable début
4046;prend pilule cilest là peu mal ventre également régles alors dû les avoir dimanche 29 lundi 30 janvier dois faire
4047;sous NOM_DE_MEDICAMENT voilà 5 mois passée sous NOM_DE_MEDICAMENT depuis changement régles moins moins importantes voir trés trés discrètes normal devrais plutot inquiter selon
4048;puis prendre comprimé NOM_DE_MEDICAMENT sorti blister depuis 1 semaine
4049;dépendance NOM_DE_MEDICAMENT
4050;yasminelle empêche ovulation
4051;sous quelle forme présente NOM_DE_MEDICAMENT POSOLOGIE
4052;que prendre cas règles ultradouloureuses
4053;NOM_DE_MEDICAMENT risque accoutumance
4054;NOM_DE_MEDICAMENT effet positif quand
4055;sous NOM_DE_MEDICAMENT décidé diminuer les quantités manière progressive victime malaise accompagné sensation intense chaleur perte équilibre trouble vue pensez diminution quantités béta bloquants peut entraîner genre malaise
4056;NOM_DE_MEDICAMENT connait
4057;il NOM_DE_MEDICAMENT risques enchainer plaquettes NOM_DE_MEDICAMENT
4058;anti depresseur entraine rupture anevrisme
4059;qu remicad
4060;peut faire poser stérilet NOM_DE_MEDICAMENT dehors règles
4061;quels les moins NOM_DE_MEDICAMENT
4062;bonjour sous pilule depuis 4ans NOM_DE_MEDICAMENT mois ci arrêté 24 reprendre demain toujours rien mis part légère trace rose pâle papier oublié pose pleins questions cela déjà arrivée merci avance bon réveillon
4063;homéopathe NOM_DE_MEDICAMENT prescrit NOM_DE_MEDICAMENT NOM_DE_MEDICAMENT prendre 2 fois jour faut les prendre préférence loin repas soir
4064;petite question strepsil
4065;efflexor matin soir
4066;sous antibiotique NOM_DE_MEDICAMENT
4067;NOM_DE_MEDICAMENT élimination NOM_DE_MEDICAMENT fait voie rénale hépatique
4068;dois prendre toujours deux cachets gélules tetramysal les prises doivent plus faire pendant repas voudrais savoir quand pourrais les prendre manière optimale sachant dois faire 2 prises jour gélule
4069;une médecin dermatologue retraite souhaite connaître date retour NOM_DE_MEDICAMENT crème
4070;oubli comprimé NOM_DE_MEDICAMENT 24 heures oubli fais quoi
